km,brand,fuel,gear,price,cv,year
12900,Opel,Gasoline,Manual,7450,76,2016
221500,Opel,Diesel,Automatic,7490,138,2016
32000,Mercedes-Benz,Diesel,Manual,7500,76,2016
30000,Opel,Gasoline,Manual,7500,76,2016
53000,Citroen,Gasoline,Manual,7500,83,2016
18000,Renault,Gasoline,Manual,7500,91,2016
101540,Skoda,Gasoline,Manual,7500,91,2016
22600,Ford,Gasoline,Manual,7600,61,2016
175000,Opel,Diesel,Automatic,7750,138,2016
29630,Smart,Gasoline,Manual,7750,72,2016
67000,Opel,Gasoline,Manual,7800,70,2016
149000,Opel,Diesel,Manual,7800,112,2016
60440,Seat,Diesel,Manual,7850,76,2016
191795,Volkswagen,Diesel,Manual,7850,112,2016
37500,Renault,Electric,Automatic,7860,59,2016
68671,Volkswagen,Gasoline,Manual,7890,61,2016
111000,Opel,Diesel,Manual,7900,112,2016
46000,Ford,Gasoline,Manual,7900,66,2016
16182,Volkswagen,Gasoline,Manual,7990,61,2016
21400,Volkswagen,Gasoline,Manual,5490,61,2016
36500,Mitsubishi,Gasoline,Manual,5500,72,2016
43200,Kia,Gasoline,Manual,5500,66,2016
247800,Opel,Diesel,Automatic,5600,133,2016
197000,Dacia,Diesel,Manual,5650,76,2016
39850,Seat,Gasoline,Manual,5760,61,2016
31000,Skoda,Gasoline,Manual,5900,61,2016
70000,Fiat,Gasoline,Manual,5970,70,2016
102222,Opel,Gasoline,Manual,5990,70,2016
40700,Dacia,Gasoline,Manual,6003,76,2016
50000,Renault,Gasoline,Manual,6150,72,2016
40700,Dacia,Gasoline,Manual,6200,76,2016
243000,Opel,Diesel,Manual,6250,138,2016
82300,Ford,Gasoline,Manual,6299,61,2016
40700,Dacia,Gasoline,Manual,6300,76,2016
70294,Citroen,Gasoline,Manual,6490,83,2016
85000,Opel,Diesel,Manual,6500,138,2016
36000,Mitsubishi,Gasoline,Manual,6600,72,2016
41580,Hyundai,Gasoline,Automatic,18500,179,2016
28400,Suzuki,Diesel,Automatic,18640,122,2016
62750,Volkswagen,Diesel,Automatic,18740,103,2016
99982,Audi,Diesel,Manual,18775,187,2016
110800,Skoda,Gasoline,Automatic,18779,223,2016
104339,Skoda,Diesel,Automatic,18850,187,2016
68545,Hyundai,Diesel,Automatic,18900,143,2016
83272,Mazda,Gasoline,Manual,18900,167,2016
167230,Volkswagen,Diesel,Automatic,18969,193,2016
112000,Mitsubishi,Hybrid,Automatic,19490,123,2016
64711,Mazda,Diesel,Automatic,19490,177,2016
48750,Kia,Gasoline,Automatic,19500,179,2016
53431,Volkswagen,Gasoline,Manual,19819,152,2016
160700,Audi,Diesel,Automatic,19900,276,2016
82940,Hyundai,Diesel,Automatic,19900,188,2016
47696,Audi,Diesel,Manual,19925,122,2016
50680,Seat,Gasoline,Automatic,20443,269,2016
74000,Kia,Diesel,Automatic,20500,188,2016
67300,Volkswagen,Diesel,Automatic,20770,187,2016
45488,Seat,Diesel,Manual,8000,76,2016
37100,Volkswagen,Gasoline,Manual,8185,76,2016
37000,Opel,Gasoline,Manual,8199,88,2016
51408,Skoda,Gasoline,Manual,8220,91,2016
30500,Renault,Gasoline,Manual,8390,91,2016
51851,Opel,Diesel,Manual,8440,91,2016
37000,Nissan,Gasoline,Manual,8470,81,2016
83456,Opel,Diesel,Manual,8490,91,2016
37000,Fiat,Gasoline,Manual,8600,70,2016
39000,Smart,Gasoline,Manual,8650,91,2016
53047,Volkswagen,Diesel,Manual,8660,76,2016
25000,Hyundai,Gasoline,Manual,8690,68,2016
61300,Opel,Gasoline,Manual,8699,88,2016
27500,Opel,Gasoline,Manual,8700,88,2016
6800,Citroen,Gasoline,Automatic,8750,70,2016
53665,Seat,Gasoline,Manual,8770,91,2016
115000,Opel,Gasoline,Automatic,8800,91,2016
22500,Fiat,Gasoline,Manual,8888,70,2016
39000,Opel,Gasoline,Manual,8890,70,2016
166600,Ford,Diesel,Automatic,8899,122,2016
8796,Seat,Gasoline,Manual,6700,70,2016
162116,Citroen,Diesel,Manual,6790,100,2016
39000,Renault,Gasoline,Manual,6800,70,2016
128300,Opel,Diesel,Manual,6850,76,2016
23860,Kia,Gasoline,Manual,6900,68,2016
44950,Mitsubishi,Gasoline,Manual,6930,81,2016
54000,Opel,Gasoline,Manual,6950,70,2016
32000,Opel,Gasoline,Manual,6950,70,2016
194070,Ford,Diesel,Manual,6990,122,2016
65000,Fiat,Gasoline,Manual,6990,96,2016
47000,Dacia,Gasoline,Manual,6990,91,2016
90000,Hyundai,Gasoline,Manual,6990,70,2016
108450,Toyota,Gasoline,Manual,6990,70,2016
192752,Skoda,Diesel,Automatic,6999,91,2016
139000,Opel,Diesel,Manual,6999,112,2016
89000,Fiat,Gasoline,Manual,6999,96,2016
159000,Opel,Diesel,Manual,6999,138,2016
150000,Ford,Diesel,Manual,6999,122,2016
105000,Opel,Diesel,Manual,6999,96,2016
165000,Volkswagen,Diesel,Manual,20840,103,2016
175700,Volkswagen,Diesel,Manual,21440,103,2016
69173,Volkswagen,Gasoline,Automatic,21474,181,2016
43930,Toyota,Gasoline,Automatic,21830,200,2016
29025,Audi,Gasoline,Automatic,21875,152,2016
31118,Audi,Gasoline,Automatic,21980,152,2016
65200,Skoda,Diesel,Automatic,22339,152,2016
97800,Skoda,Diesel,Automatic,22369,193,2016
39900,Volkswagen,Hybrid,Automatic,22479,152,2016
68538,Mercedes-Benz,Diesel,Manual,22620,116,2016
75000,Mercedes-Benz,Diesel,Automatic,22890,152,2016
63226,Audi,Gasoline,Automatic,22900,193,2016
119148,Audi,Diesel,Automatic,22925,193,2016
81700,Audi,Diesel,Manual,23479,152,2016
66200,Volkswagen,Gasoline,Automatic,23479,152,2016
61713,Mercedes-Benz,Gasoline,Automatic,23550,214,2016
61300,Skoda,Diesel,Automatic,23679,193,2016
24515,Volkswagen,Diesel,Manual,23825,103,2016
66100,Kia,Diesel,Automatic,23900,203,2016
107800,Ford,Diesel,Manual,8899,122,2016
56433,Hyundai,Gasoline,Manual,8940,102,2016
96000,Citroen,Diesel,Manual,8950,100,2016
39000,Smart,Gasoline,Manual,8950,91,2016
183344,Audi,Diesel,Manual,8950,91,2016
106699,Renault,Gasoline,Manual,8970,91,2016
99548,Renault,Diesel,Manual,8990,91,2016
103650,Opel,Gasoline,Manual,8990,142,2016
74000,Citroen,Diesel,Manual,8990,100,2016
187193,Opel,Diesel,Automatic,8990,133,2016
68800,Renault,Gasoline,Manual,8999,91,2016
132000,Opel,Diesel,Manual,9000,162,2016
30000,Citroen,Gasoline,Manual,9050,112,2016
11260,Ford,Gasoline,Manual,9300,87,2016
91286,Ford,Diesel,Manual,9300,122,2016
174400,Volkswagen,Diesel,Manual,9390,122,2016
60000,Fiat,Diesel,Manual,9400,96,2016
46000,Volkswagen,Gasoline,Manual,9400,61,2016
179000,Bmw,Diesel,Automatic,9450,152,2016
18033,Toyota,Gasoline,Manual,7200,70,2016
53500,Renault,Electric,Automatic,7240,89,2016
169000,Volkswagen,Gasoline,Manual,7290,112,2016
26000,Ford,Gasoline,Manual,7400,87,2016
149200,Ford,Diesel,Manual,7400,96,2016
250300,Volkswagen,Diesel,Automatic,7450,112,2016
74734,Others,Other,Manual,7450,69,2016
91850,Seat,Gasoline,Manual,7460,76,2016
20279,Nissan,Gasoline,Manual,7490,81,2016
134100,Hyundai,Diesel,Manual,7490,112,2016
38668,Renault,Electric,Automatic,7490,59,2016
5000,Citroen,Gasoline,Manual,7490,70,2016
65000,Mercedes-Benz,Diesel,Manual,7500,76,2016
50000,Nissan,Gasoline,Manual,7500,81,2016
192563,Volkswagen,Diesel,Manual,7555,112,2016
19137,Citroen,Gasoline,Manual,7660,112,2016
34470,Peugeot,Gasoline,Manual,7700,70,2016
66177,Opel,Gasoline,Manual,7790,91,2016
44256,Seat,Diesel,Manual,23900,187,2016
31000,Volkswagen,Diesel,Automatic,23990,152,2016
41830,Hyundai,Diesel,Automatic,24500,203,2016
69960,Bmw,Diesel,Automatic,24900,193,2016
91815,Bmw,Diesel,Automatic,24900,152,2016
52867,Mercedes-Benz,Diesel,Automatic,25670,172,2016
45743,Bmw,Diesel,Automatic,26440,193,2016
73100,Audi,Diesel,Automatic,26480,248,2016
23375,Mitsubishi,Hybrid,Automatic,26490,123,2016
82064,Volkswagen,Diesel,Automatic,26975,193,2016
49547,Mercedes-Benz,Diesel,Automatic,27630,172,2016
113644,Mercedes-Benz,Diesel,Automatic,27870,172,2016
108090,Mercedes-Benz,Gasoline,Automatic,27900,214,2016
53690,Volkswagen,Diesel,Automatic,27980,152,2016
41500,Honda,Gasoline,Automatic,28500,287,2016
92200,Audi,Diesel,Automatic,29480,276,2016
62471,Mercedes-Benz,Diesel,Automatic,29480,207,2016
109861,Mercedes-Benz,Diesel,Automatic,29860,193,2016
83126,Audi,Diesel,Automatic,29879,193,2016
125590,Ford,Diesel,Manual,9490,122,2016
12607,Citroen,Gasoline,Automatic,9490,83,2016
136520,Opel,Gasoline,Manual,9490,152,2016
118500,Peugeot,Gasoline,Manual,9500,112,2016
89900,Opel,Diesel,Manual,9500,138,2016
63500,Suzuki,Gasoline,Manual,9500,138,2016
25808,Renault,Diesel,Manual,9500,91,2016
47427,Ford,Gasoline,Manual,9500,83,2016
64027,Volkswagen,Diesel,Manual,9550,76,2016
23053,Suzuki,Gasoline,Manual,9550,138,2016
24322,Fiat,Gasoline,Manual,9555,87,2016
17650,Ford,Gasoline,Manual,9600,102,2016
29750,Hyundai,Gasoline,Manual,9700,76,2016
109700,Opel,Diesel,Manual,9800,122,2016
94000,Ford,Diesel,Manual,9800,122,2016
42564,Seat,Gasoline,Manual,9880,96,2016
17800,Nissan,Gasoline,Manual,9890,118,2016
237800,Volkswagen,Diesel,Manual,9899,103,2016
41500,Smart,Gasoline,Automatic,9900,91,2016
50000,Mercedes-Benz,Gasoline,Manual,27490,187,2017
86775,Volvo,Diesel,Automatic,29443,238,2017
21500,Bmw,Diesel,Automatic,29890,234,2017
90000,Mercedes-Benz,Diesel,Automatic,29900,197,2017
76500,Audi,Diesel,Automatic,29900,276,2017
139700,Bmw,Diesel,Automatic,30900,262,2017
71786,Bmw,Gasoline,Automatic,31450,345,2017
86500,Volvo,Diesel,Automatic,33990,193,2017
56481,Mercedes-Benz,Gasoline,Automatic,34400,248,2017
72475,Volvo,Gasoline,Automatic,35990,324,2017
53500,Volvo,Gasoline,Automatic,36490,372,2017
93000,Bmw,Gasoline,Automatic,36800,324,2017
29495,Volvo,Gasoline,Automatic,36995,258,2017
35054,Mercedes-Benz,Diesel,Automatic,37900,207,2017
48900,Mercedes-Benz,Gasoline,Automatic,38450,386,2017
38700,Volvo,Gasoline,Automatic,40390,324,2017
52000,Volkswagen,Diesel,Automatic,42500,152,2017
108000,Bmw,Diesel,Automatic,42900,386,2017
199000,Mercedes-Benz,Diesel,Automatic,43900,262,2017
54017,Bmw,Gasoline,Automatic,47450,455,2017
66034,Renault,Diesel,Manual,19990,127,2017
57801,Audi,Gasoline,Manual,19999,152,2017
55220,Bmw,Gasoline,Automatic,20440,256,2017
66397,Volkswagen,Diesel,Automatic,20525,103,2017
52000,Smart,Gasoline,Automatic,20750,111,2017
93030,Skoda,Diesel,Automatic,20870,193,2017
92480,Jaguar,Diesel,Automatic,20900,181,2017
89999,Mercedes-Benz,Diesel,Automatic,20900,172,2017
40834,Opel,Diesel,Automatic,20950,172,2017
44625,Renault,Gasoline,Automatic,20990,203,2017
97700,Bmw,Diesel,Automatic,21250,193,2017
82152,Land,Diesel,Automatic,21330,152,2017
25880,Seat,Diesel,Automatic,21330,152,2017
75549,Ford,Gasoline,Automatic,21400,185,2017
46000,Smart,Gasoline,Automatic,21750,111,2017
42270,Volkswagen,Gasoline,Manual,21900,248,2017
58770,Audi,Diesel,Automatic,21900,152,2017
49849,Audi,Gasoline,Automatic,21906,152,2017
41950,Seat,Diesel,Automatic,22226,193,2017
46000,Bmw,Hybrid,Automatic,22410,256,2017
18000,Citroen,Gasoline,Manual,7990,70,2017
40800,Citroen,Gasoline,Manual,7990,70,2017
119000,Skoda,Gasoline,Manual,7990,76,2017
119000,Ford,Diesel,Manual,7990,96,2017
138000,Ford,Diesel,Manual,7990,96,2017
20616,Smart,Gasoline,Manual,7999,72,2017
154932,Volkswagen,Diesel,Manual,8000,76,2017
12721,Renault,Gasoline,Manual,8200,91,2017
67772,Peugeot,Gasoline,Manual,8220,83,2017
27869,Fiat,Gasoline,Manual,8220,70,2017
31024,Fiat,Gasoline,Manual,8220,106,2017
44229,Citroen,Gasoline,Manual,8280,83,2017
17921,Skoda,Gasoline,Manual,8330,76,2017
48236,Volkswagen,Gasoline,Manual,8480,61,2017
54000,Ford,Diesel,Manual,8490,96,2017
22134,Suzuki,Gasoline,Automatic,8500,69,2017
90000,Seat,Diesel,Manual,8500,91,2017
14300,Hyundai,Gasoline,Manual,8500,76,2017
96200,Opel,Gasoline,Manual,8500,152,2017
45500,Bmw,Gasoline,Manual,47690,426,2017
44000,Bmw,Gasoline,Automatic,47900,455,2017
38800,Mercedes-Benz,Diesel,Automatic,48900,262,2017
56000,Porsche,Gasoline,Automatic,51900,303,2017
104500,Audi,Diesel,Automatic,54000,441,2017
73000,Mercedes-Benz,Gasoline,Automatic,57999,679,2017
46679,Bmw,Gasoline,Automatic,60390,583,2017
73000,Audi,Gasoline,Automatic,64900,613,2017
18000,Mercedes-Benz,Gasoline,Automatic,68200,517,2017
33000,Bmw,Hybrid,Automatic,72900,367,2017
44393,Alpina,Gasoline,Automatic,75890,616,2017
17500,Bmw,Gasoline,Automatic,85500,466,2017
14900,Mercedes-Benz,Diesel,Automatic,97490,248,2017
22800,Aston,Gasoline,Automatic,106888,568,2017
11100,Mercedes-Benz,Diesel,Automatic,109900,248,2017
24900,Mclaren,Gasoline,Automatic,149890,578,2017
14980,Mclaren,Gasoline,Automatic,209890,731,2017
8900,Mclaren,Gasoline,Automatic,214900,731,2017
11700,Peugeot,Electric,Automatic,8490,49,2017
150000,Hyundai,Diesel,Manual,8500,112,2017
72800,Volkswagen,Diesel,Manual,22440,152,2017
25700,Skoda,Gasoline,Manual,22478,233,2017
128900,Audi,Diesel,Automatic,22490,221,2017
48500,Kia,Diesel,Automatic,22500,188,2017
35100,Skoda,Gasoline,Automatic,22639,152,2017
57597,Volkswagen,Gasoline,Automatic,22679,181,2017
85211,Audi,Gasoline,Automatic,22870,256,2017
89679,Audi,Diesel,Automatic,22900,193,2017
98602,Bmw,Diesel,Automatic,22900,193,2017
50000,Mercedes-Benz,Diesel,Automatic,22920,138,2017
71650,Volkswagen,Diesel,Automatic,22930,152,2017
15016,Volkswagen,Gasoline,Automatic,23225,127,2017
40411,Ford,Diesel,Automatic,23470,212,2017
39300,Ford,Gasoline,Automatic,23470,244,2017
43656,Audi,Diesel,Manual,23670,193,2017
54000,Skoda,Gasoline,Automatic,23679,223,2017
37170,Skoda,Gasoline,Automatic,23870,181,2017
84910,Renault,Diesel,Automatic,23890,162,2017
60000,Mercedes-Benz,Diesel,Automatic,23890,179,2017
46500,Volvo,Diesel,Manual,23890,152,2017
52025,Dacia,Gasoline,Manual,8500,91,2017
53000,Renault,Gasoline,Manual,8500,74,2017
92425,Renault,Diesel,Manual,8550,91,2017
57000,Smart,Gasoline,Automatic,8590,72,2017
59281,Hyundai,Gasoline,Manual,8660,85,2017
97360,Dacia,Gasoline,Manual,8690,103,2017
100000,Ford,Diesel,Manual,8690,96,2017
18000,Opel,Gasoline,Manual,8750,88,2017
54877,Hyundai,Gasoline,Manual,8770,85,2017
30645,Peugeot,Gasoline,Manual,8780,83,2017
76000,Opel,Gasoline,Automatic,8800,91,2017
62000,Dacia,Gasoline,Automatic,8800,91,2017
30420,Skoda,Gasoline,Manual,8800,76,2017
86152,Seat,Gasoline,Manual,8880,87,2017
43131,Seat,Gasoline,Manual,8900,76,2017
12500,Citroen,Gasoline,Manual,8900,83,2017
80664,Renault,Diesel,Manual,8950,112,2017
49500,Ford,Gasoline,Manual,8970,72,2017
40085,Volkswagen,Gasoline,Manual,8985,61,2017
46158,Ford,Gasoline,Manual,8988,81,2017
76160,Hyundai,Diesel,Automatic,23900,203,2017
62500,Kia,Diesel,Automatic,23900,203,2017
98699,Audi,Diesel,Automatic,23900,193,2017
98762,Bmw,Diesel,Automatic,23900,221,2017
112300,Bmw,Gasoline,Automatic,23990,256,2017
55650,Volkswagen,Gasoline,Automatic,23993,152,2017
99754,Volkswagen,Hybrid,Automatic,23994,221,2017
100000,Mercedes-Benz,Gasoline,Automatic,24190,214,2017
52590,Seat,Diesel,Automatic,24430,152,2017
56360,Volkswagen,Diesel,Automatic,24740,152,2017
58171,Audi,Diesel,Automatic,24879,187,2017
53400,Bmw,Diesel,Automatic,24900,193,2017
21100,Opel,Gasoline,Automatic,24900,264,2017
25623,Mercedes-Benz,Gasoline,Automatic,24980,187,2017
88335,Skoda,Diesel,Automatic,24980,193,2017
54600,Hyundai,Diesel,Automatic,24990,172,2017
65550,Seat,Gasoline,Automatic,25229,304,2017
83646,Audi,Diesel,Automatic,25325,152,2017
54500,Bmw,Gasoline,Automatic,25420,195,2017
10589,Smart,Gasoline,Automatic,8990,72,2017
55241,Fiat,Gasoline,Manual,8990,70,2017
91000,Ford,Diesel,Manual,8990,96,2017
14004,Smart,Electric,Automatic,8990,83,2017
28775,Smart,Gasoline,Manual,8990,72,2017
148000,Ford,Diesel,Automatic,8990,122,2017
34317,Renault,Other,Manual,8990,91,2017
33900,Fiat,Gasoline,Manual,8990,87,2017
80000,Smart,Gasoline,Automatic,9000,62,2017
113000,Ford,Diesel,Automatic,9000,122,2017
25150,Peugeot,Gasoline,Manual,9280,83,2017
77000,Citroen,Gasoline,Manual,9399,83,2017
35749,Fiat,Gasoline,Manual,9440,87,2017
115000,Opel,Gasoline,Manual,9450,106,2017
55000,Renault,Gasoline,Manual,9470,74,2017
10100,Ford,Gasoline,Manual,9490,87,2017
105000,Volkswagen,Diesel,Manual,9499,103,2017
86105,Ford,Diesel,Manual,9500,96,2017
78000,Audi,Gasoline,Automatic,39900,456,2017
27100,Porsche,Gasoline,Automatic,69900,354,2017
88900,Mercedes-Benz,Diesel,Automatic,74900,248,2017
80000,Porsche,Gasoline,Automatic,77900,468,2017
116720,Mitsubishi,Gasoline,Manual,4500,72,2017
78800,Renault,Gasoline,Manual,5980,70,2017
140000,Dacia,Other,Manual,5999,91,2017
43000,Seat,Gasoline,Manual,6000,61,2017
40000,Fiat,Gasoline,Manual,6600,70,2017
199000,Opel,Diesel,Manual,6650,138,2017
192000,Opel,Diesel,Manual,6800,138,2017
51000,Fiat,Gasoline,Manual,6850,70,2017
62000,Mitsubishi,Gasoline,Manual,6900,72,2017
45000,Seat,Gasoline,Manual,6950,76,2017
216500,Skoda,Diesel,Automatic,6950,91,2017
20800,Renault,Gasoline,Manual,6990,70,2017
212000,Ford,Diesel,Manual,6998,122,2017
153915,Ford,Diesel,Manual,6999,96,2017
51170,Toyota,Gasoline,Manual,7389,70,2017
47200,Opel,Gasoline,Manual,7400,70,2017
87500,Volkswagen,Diesel,Automatic,25479,152,2017
47800,Volkswagen,Diesel,Automatic,25879,193,2017
73900,Mercedes-Benz,Diesel,Automatic,25880,172,2017
41900,Land,Diesel,Automatic,25900,152,2017
59384,Audi,Gasoline,Manual,25900,193,2017
63916,Audi,Diesel,Automatic,25900,193,2017
32117,Volkswagen,Diesel,Automatic,25900,152,2017
43873,Audi,Gasoline,Automatic,25990,193,2017
35200,Mazda,Diesel,Automatic,26000,177,2017
93388,Mercedes-Benz,Diesel,Automatic,26470,207,2017
56800,Volkswagen,Diesel,Automatic,26870,193,2017
30500,Volkswagen,Gasoline,Manual,26880,181,2017
42000,Bmw,Gasoline,Automatic,26880,187,2017
32500,Volkswagen,Gasoline,Automatic,26890,248,2017
77569,Bmw,Diesel,Automatic,26900,193,2017
81300,Volkswagen,Diesel,Automatic,26940,152,2017
162916,Mercedes-Benz,Diesel,Manual,26950,165,2017
25860,Mitsubishi,Diesel,Automatic,26980,152,2017
48838,Volkswagen,Diesel,Automatic,27689,152,2017
50000,Bmw,Diesel,Automatic,27820,193,2017
170000,Opel,Diesel,Automatic,9500,172,2017
176699,Renault,Diesel,Manual,9500,96,2017
57600,Mercedes-Benz,Diesel,Manual,9500,112,2017
26700,Dacia,Gasoline,Manual,9500,91,2017
25501,Seat,Gasoline,Manual,9550,76,2017
69887,Ford,Diesel,Manual,9550,96,2017
154800,Peugeot,Diesel,Automatic,9600,122,2017
110799,Renault,Diesel,Manual,9670,112,2017
136962,Opel,Diesel,Automatic,9680,138,2017
40205,Smart,Gasoline,Automatic,9690,72,2017
38608,Toyota,Gasoline,Manual,9780,70,2017
24780,Volkswagen,Gasoline,Manual,9780,76,2017
167482,Volkswagen,Diesel,Manual,9799,112,2017
159936,Audi,Diesel,Manual,9800,118,2017
51679,Volkswagen,Diesel,Manual,9840,76,2017
6495,Peugeot,Gasoline,Manual,9880,83,2017
261000,Ford,Diesel,Manual,9889,152,2017
122239,Ford,Diesel,Automatic,9890,152,2017
26633,Fiat,Gasoline,Manual,9900,106,2017
143000,Skoda,Diesel,Automatic,7450,152,2017
32000,Peugeot,Gasoline,Manual,7460,83,2017
46623,Opel,Gasoline,Manual,7490,70,2017
32007,Fiat,Gasoline,Manual,7490,70,2017
159840,Dacia,Diesel,Manual,7490,111,2017
79500,Ford,Diesel,Manual,7490,96,2017
69000,Mitsubishi,Gasoline,Manual,7499,81,2017
139110,Renault,Diesel,Manual,7500,91,2017
52000,Ford,Gasoline,Manual,7500,87,2017
16550,Seat,Gasoline,Manual,7560,61,2017
41400,Toyota,Gasoline,Manual,7589,70,2017
179000,Opel,Diesel,Manual,7650,138,2017
52000,Citroen,Gasoline,Manual,7690,83,2017
35400,Smart,Gasoline,Manual,7777,72,2017
45000,Renault,Gasoline,Manual,7820,74,2017
37650,Opel,Gasoline,Manual,7850,70,2017
130000,Opel,Diesel,Manual,7850,112,2017
54132,Fiat,Gasoline,Manual,7880,70,2017
27975,Opel,Gasoline,Manual,7890,70,2017
80000,Skoda,Diesel,Automatic,27840,193,2017
73300,Volvo,Diesel,Automatic,27890,193,2017
38281,Hyundai,Diesel,Automatic,27900,203,2017
97405,Bmw,Diesel,Automatic,27900,262,2017
21364,Audi,Gasoline,Manual,27925,193,2017
40000,Bmw,Diesel,Automatic,28120,193,2017
118025,Mercedes-Benz,Diesel,Automatic,28330,165,2017
50150,Volkswagen,Diesel,Automatic,28449,152,2017
49400,Volkswagen,Diesel,Automatic,28479,152,2017
33889,Audi,Gasoline,Automatic,28550,193,2017
51951,Audi,Diesel,Automatic,28775,152,2017
48561,Volkswagen,Gasoline,Automatic,28890,284,2017
44175,Volkswagen,Hybrid,Automatic,28900,221,2017
30000,Bmw,Diesel,Automatic,28920,193,2017
68116,Bmw,Diesel,Automatic,29250,193,2017
84450,Volkswagen,Diesel,Automatic,29663,152,2017
77900,Audi,Diesel,Automatic,29690,276,2017
46379,Volkswagen,Diesel,Automatic,29840,242,2017
55600,Volvo,Diesel,Automatic,29890,223,2017
65900,Volvo,Diesel,Automatic,29890,223,2017
115000,Opel,Other,Manual,9900,122,2017
36900,Nissan,Gasoline,Manual,9900,72,2017
39500,Citroen,Gasoline,Manual,9940,83,2017
58000,Volkswagen,Gasoline,Manual,9950,91,2017
74470,Hyundai,Diesel,Manual,9950,112,2017
46540,Volkswagen,Gasoline,Manual,9980,61,2017
78000,Mercedes-Benz,Diesel,Manual,9990,91,2017
69000,Ford,Diesel,Manual,9990,96,2017
98407,Ford,Diesel,Manual,9990,122,2017
30000,Citroen,Gasoline,Manual,9990,83,2017
33800,Fiat,Gasoline,Manual,9990,70,2017
102800,Toyota,Gasoline,Manual,9990,100,2017
7000,Hyundai,Gasoline,Automatic,9990,88,2017
233593,Skoda,Diesel,Manual,9990,122,2017
121291,Fiat,Diesel,Manual,9995,122,2017
2900,Hyundai,Gasoline,Manual,9999,76,2017
78700,Renault,Diesel,Manual,9999,91,2017
3388,Citroen,Gasoline,Manual,10000,112,2017
64266,Smart,Gasoline,Automatic,10100,72,2017
21978,Volkswagen,Gasoline,Manual,10220,91,2017
32200,Fiat,Gasoline,Manual,7900,70,2017
175000,Opel,Diesel,Manual,7900,138,2017
64975,Ford,Gasoline,Manual,7980,72,2017
21600,Opel,Gasoline,Manual,7990,76,2017
29175,Peugeot,Gasoline,Manual,7990,83,2017
30100,Opel,Gasoline,Manual,7990,76,2017
85562,Opel,Gasoline,Manual,7990,91,2017
21440,Smart,Gasoline,Manual,7990,72,2017
144000,Opel,Diesel,Manual,7998,112,2017
19900,Peugeot,Gasoline,Automatic,7999,70,2017
123000,Volkswagen,Gasoline,Manual,7999,91,2017
130000,Ford,Diesel,Manual,7999,122,2017
143000,Ford,Diesel,Manual,7999,106,2017
160000,Ford,Diesel,Manual,7999,122,2017
142000,Opel,Diesel,Manual,7999,112,2017
137000,Ford,Diesel,Manual,7999,122,2017
147000,Ford,Diesel,Manual,7999,122,2017
162000,Opel,Diesel,Manual,7999,138,2017
124000,Opel,Diesel,Manual,7999,112,2017
34150,Fiat,Gasoline,Manual,8100,70,2017
77301,Bmw,Diesel,Automatic,29900,269,2017
45917,Bmw,Diesel,Automatic,29900,193,2017
77430,Audi,Gasoline,Automatic,29900,256,2017
89699,Bmw,Diesel,Automatic,29900,234,2017
53039,Ford,Diesel,Automatic,29980,212,2017
96000,Mercedes-Benz,Diesel,Automatic,30800,197,2017
146800,Audi,Diesel,Automatic,30980,331,2017
63798,Audi,Diesel,Automatic,32406,165,2017
52500,Volkswagen,Gasoline,Automatic,32840,284,2017
53604,Bmw,Diesel,Automatic,32900,269,2017
189242,Audi,Gasoline,Automatic,32900,359,2017
170615,Mercedes-Benz,Diesel,Automatic,32950,262,2017
69000,Mercedes-Benz,Diesel,Automatic,33780,197,2017
93791,Bmw,Diesel,Automatic,33900,269,2017
34801,Audi,Diesel,Automatic,33905,193,2017
47187,Audi,Diesel,Automatic,33925,221,2017
87400,Audi,Diesel,Automatic,33940,276,2017
54300,Audi,Diesel,Automatic,34680,262,2017
69900,Audi,Diesel,Automatic,34780,276,2017
124000,Opel,Diesel,Automatic,10250,138,2017
26524,Opel,Gasoline,Manual,10290,88,2017
78960,Skoda,Diesel,Manual,10290,91,2017
78633,Renault,Diesel,Manual,10330,112,2017
61149,Fiat,Gasoline,Manual,10400,122,2017
54400,Volkswagen,Gasoline,Automatic,10440,76,2017
36653,Opel,Gasoline,Manual,10440,118,2017
42000,Suzuki,Gasoline,Manual,10450,95,2017
53500,Toyota,Gasoline,Manual,10470,70,2017
46595,Toyota,Gasoline,Manual,10470,70,2017
34000,Opel,Gasoline,Manual,10490,102,2017
101000,Ford,Diesel,Automatic,10500,122,2017
129000,Opel,Diesel,Manual,10590,122,2017
134000,Volkswagen,Diesel,Manual,10600,103,2017
171000,Bmw,Diesel,Automatic,10650,152,2017
25814,Nissan,Gasoline,Manual,10670,91,2017
63959,Seat,Gasoline,Manual,10700,112,2017
74470,Hyundai,Diesel,Automatic,10750,112,2017
177686,Volvo,Diesel,Automatic,10790,122,2017
15800,Fiat,Gasoline,Manual,8100,70,2017
18200,Mitsubishi,Gasoline,Manual,8200,72,2017
70971,Nissan,Gasoline,Manual,8220,81,2017
62790,Opel,Gasoline,Manual,8250,91,2017
14700,Fiat,Gasoline,Manual,8290,70,2017
45061,Seat,Gasoline,Manual,8330,76,2017
61800,Skoda,Gasoline,Manual,8350,76,2017
26462,Hyundai,Gasoline,Manual,8390,76,2017
59986,Suzuki,Gasoline,Manual,8390,91,2017
15934,Hyundai,Gasoline,Manual,8400,76,2017
97950,Skoda,Gasoline,Manual,8460,91,2017
48912,Opel,Gasoline,Manual,8490,70,2017
