km,brand,fuel,gear,price,cv,year
15645,Ford,Hybrid,Automatic,26990,191,2020
7205,Audi,Gasoline,Automatic,27310,118,2020
8699,Audi,Gasoline,Automatic,27390,152,2020
25,Seat,Gasoline,Automatic,27650,152,2020
21755,Audi,Diesel,Automatic,27810,118,2020
5500,Mercedes-Benz,Gasoline,Manual,27890,165,2020
10,Ford,Gasoline,Manual,23500,203,2021
1000,Ford,Gasoline,Manual,23990,122,2021
10,Ford,Gasoline,Manual,24190,127,2021
1,Volkswagen,Gasoline,Automatic,25189,112,2021
1300,Ssangyong,Gasoline,Automatic,25990,165,2021
10,Jeep,Gasoline,Automatic,26940,152,2021
6,Skoda,Gasoline,Manual,27890,112,2021
750,Renault,Hybrid,Automatic,28600,92,2021
15,Ford,Gasoline,Manual,30490,284,2021
75,Ford,Gasoline,Manual,32200,284,2021
1200,Ssangyong,Gasoline,Automatic,33575,165,2021
650,Ford,Diesel,Automatic,34390,152,2021
1500,Ssangyong,Diesel,Automatic,48162,206,2021
15,Alfa,Gasoline,Automatic,49980,284,2021
2966,Skoda,Electric,Automatic,51280,207,2021
1500,Mitsubishi,Gasoline,Manual,9950,72,2021
280111,Volkswagen,Diesel,Automatic,4489,106,2011
182815,Mercedes-Benz,Gasoline,Automatic,4490,96,2011
113000,Opel,Gasoline,Manual,4490,88,2011
233000,Dacia,Diesel,Manual,4499,91,2011
170306,Skoda,Gasoline,Automatic,4499,106,2011
163094,Fiat,Diesel,Manual,4499,102,2011
78350,Ford,Gasoline,Manual,4499,152,2011
105000,Skoda,Gasoline,Manual,4499,70,2011
126000,Citroen,Diesel,Manual,4499,93,2011
131750,Seat,Gasoline,Manual,4500,87,2011
196500,Opel,Diesel,Manual,4500,112,2011
123500,Fiat,Gasoline,Automatic,4500,70,2011
185000,Opel,Diesel,Manual,4500,112,2011
42000,Smart,Gasoline,Automatic,4500,72,2011
108300,Opel,Gasoline,Manual,4500,122,2011
56000,Chevrolet,Gasoline,Manual,4500,102,2011
165752,Skoda,Diesel,Manual,5288,106,2012
95395,Kia,Gasoline,Manual,5290,87,2012
54374,Smart,Gasoline,Automatic,5290,72,2012
114500,Kia,Gasoline,Manual,5290,91,2012
53849,Renault,Gasoline,Manual,5298,76,2012
72000,Smart,Gasoline,Automatic,5299,72,2012
114233,Chevrolet,Gasoline,Manual,5299,142,2012
196000,Opel,Gasoline,Manual,5299,122,2012
135700,Toyota,Gasoline,Manual,5300,70,2012
33000,Ford,Gasoline,Manual,5340,61,2012
170000,Citroen,Diesel,Manual,5350,113,2012
72686,Volkswagen,Gasoline,Manual,5390,61,2012
94000,Opel,Gasoline,Manual,5399,122,2012
105000,Nissan,Gasoline,Manual,5399,99,2012
60950,Ford,Gasoline,Manual,5400,81,2012
147797,Opel,Diesel,Manual,5400,133,2012
150150,Toyota,Gasoline,Manual,5400,100,2012
171000,Citroen,Diesel,Manual,5450,130,2012
62571,Renault,Gasoline,Manual,5450,76,2012
125800,Volkswagen,Gasoline,Manual,5800,152,2013
46400,Smart,Gasoline,Automatic,5850,72,2013
154000,Ford,Diesel,Manual,5850,118,2013
33900,Volkswagen,Gasoline,Manual,5870,61,2013
51000,Seat,Gasoline,Manual,5890,61,2013
79400,Hyundai,Gasoline,Manual,5900,87,2013
99671,Seat,Gasoline,Manual,5900,70,2013
91500,Ford,Gasoline,Manual,5900,81,2013
158000,Peugeot,Diesel,Automatic,5900,116,2013
103850,Citroen,Gasoline,Manual,5900,96,2013
143000,Ford,Diesel,Manual,5900,106,2013
133000,Volkswagen,Gasoline,Manual,5900,91,2013
190000,Citroen,Diesel,Manual,5948,130,2013
65988,Opel,Diesel,Manual,5950,76,2013
84768,Dacia,Gasoline,Manual,5950,91,2013
84359,Fiat,Gasoline,Manual,5950,70,2013
75500,Peugeot,Gasoline,Manual,5950,69,2013
73564,Smart,Gasoline,Automatic,5950,72,2013
125545,Fiat,Gasoline,Manual,6250,70,2014
62925,Seat,Gasoline,Manual,6250,61,2014
58000,Opel,Gasoline,Manual,6290,88,2014
99565,Dacia,Gasoline,Manual,6290,91,2014
118668,Fiat,Gasoline,Manual,6299,87,2014
63000,Skoda,Gasoline,Manual,6300,61,2014
238000,Skoda,Diesel,Manual,6300,142,2014
48000,Renault,Gasoline,Manual,6300,76,2014
59950,Smart,Gasoline,Automatic,6350,72,2014
54042,Volkswagen,Gasoline,Manual,6350,61,2014
62300,Honda,Gasoline,Manual,6350,91,2014
36100,Volkswagen,Other,Manual,6350,69,2014
105000,Renault,Diesel,Manual,6390,91,2014
46632,Toyota,Gasoline,Manual,6390,70,2014
98000,Opel,Gasoline,Manual,6399,88,2014
70000,Volkswagen,Gasoline,Manual,6399,76,2014
76000,Seat,Gasoline,Manual,6400,70,2014
49250,Opel,Gasoline,Manual,6400,70,2014
43520,Kia,Gasoline,Manual,6400,87,2014
35000,Smart,Gasoline,Automatic,6800,62,2015
50050,Hyundai,Gasoline,Manual,6800,88,2015
84542,Citroen,Gasoline,Manual,6850,83,2015
71000,Toyota,Gasoline,Manual,6850,70,2015
113700,Smart,Gasoline,Manual,6850,72,2015
41721,Renault,Electric,Automatic,6850,59,2015
63257,Volkswagen,Other,Manual,6880,69,2015
83899,Citroen,Gasoline,Manual,6890,69,2015
73800,Smart,Gasoline,Manual,6899,72,2015
149457,Renault,Diesel,Manual,6899,112,2015
47820,Ford,Gasoline,Manual,6900,81,2015
114500,Honda,Gasoline,Manual,6900,91,2015
41046,Citroen,Gasoline,Manual,6900,70,2015
56211,Hyundai,Gasoline,Manual,6900,68,2015
33800,Opel,Gasoline,Manual,6900,102,2015
46000,Smart,Gasoline,Manual,6900,72,2015
67800,Opel,Gasoline,Manual,6900,88,2015
297000,Peugeot,Diesel,Manual,6900,118,2015
76000,Nissan,Diesel,Manual,6900,91,2015
107000,Nissan,Gasoline,Manual,6950,81,2015
151000,Ford,Diesel,Manual,6350,96,2016
90362,Skoda,Gasoline,Manual,6350,76,2016
122200,Renault,Gasoline,Manual,6350,91,2016
22500,Seat,Gasoline,Manual,6390,61,2016
90365,Volkswagen,Gasoline,Manual,6390,61,2016
65571,Hyundai,Gasoline,Manual,6400,68,2016
55000,Opel,Gasoline,Manual,6400,70,2016
41000,Skoda,Gasoline,Manual,6400,61,2016
59809,Seat,Gasoline,Manual,6444,61,2016
56000,Volkswagen,Gasoline,Manual,6450,61,2016
138387,Volkswagen,Diesel,Manual,6450,76,2016
45000,Citroen,Gasoline,Manual,6490,70,2016
29900,Suzuki,Gasoline,Manual,6490,69,2016
65095,Opel,Gasoline,Manual,6490,76,2016
99151,Citroen,Gasoline,Manual,6490,83,2016
31000,Seat,Gasoline,Manual,6500,61,2016
38000,Renault,Gasoline,Manual,6500,72,2016
74900,Toyota,Gasoline,Manual,6500,70,2016
57469,Opel,Gasoline,Manual,6600,70,2016
44060,Seat,Gasoline,Manual,11280,87,2017
97233,Volkswagen,Diesel,Manual,11475,91,2017
19250,Opel,Gasoline,Manual,11500,102,2017
64100,Ford,Gasoline,Manual,11500,127,2017
229841,Volkswagen,Diesel,Automatic,11670,152,2017
15702,Ford,Gasoline,Automatic,11850,102,2017
53337,Seat,Diesel,Manual,11980,118,2017
51889,Toyota,Hybrid,Automatic,12240,100,2017
32500,Opel,Gasoline,Manual,12490,152,2017
96200,Ford,Diesel,Manual,12490,102,2017
11000,Smart,Gasoline,Automatic,12590,72,2017
22057,Seat,Gasoline,Manual,12840,87,2017
79198,Kia,Gasoline,Manual,12990,137,2017
25752,Ford,Gasoline,Automatic,12990,106,2017
87340,Seat,Gasoline,Automatic,13480,112,2017
25792,Renault,Gasoline,Manual,13989,134,2017
23670,Toyota,Hybrid,Automatic,13999,102,2017
46124,Toyota,Hybrid,Automatic,14190,100,2017
34700,Volkswagen,Gasoline,Manual,14775,112,2017
78555,Toyota,Hybrid,Automatic,14920,138,2017
82434,Seat,Diesel,Manual,10680,118,2018
10502,Toyota,Gasoline,Automatic,10970,73,2018
73861,Seat,Gasoline,Manual,10980,112,2018
25511,Suzuki,Gasoline,Manual,10989,113,2018
20861,Fiat,Gasoline,Manual,12310,122,2018
59186,Ford,Gasoline,Manual,12390,127,2018
10,Hyundai,Gasoline,Manual,12440,85,2018
19669,Fiat,Gasoline,Manual,12470,122,2018
73980,Volkswagen,Diesel,Manual,12670,118,2018
68670,Nissan,Diesel,Manual,13590,112,2018
88830,Toyota,Hybrid,Automatic,13666,102,2018
28000,Kia,Gasoline,Manual,13950,102,2018
19500,Opel,Diesel,Manual,13980,112,2018
63691,Renault,Diesel,Manual,13989,112,2018
33192,Ford,Gasoline,Automatic,14250,102,2018
31492,Toyota,Hybrid,Automatic,14260,100,2018
36863,Seat,Diesel,Manual,14680,96,2018
32106,Toyota,Hybrid,Automatic,14953,100,2018
18810,Seat,Diesel,Manual,14980,96,2018
45005,Ford,Gasoline,Manual,14990,127,2018
22110,Volvo,Gasoline,Automatic,36980,193,2019
34033,Audi,Diesel,Automatic,36989,193,2019
6003,Volkswagen,Diesel,Automatic,36990,152,2019
8965,Kia,Diesel,Automatic,36990,203,2019
12845,Audi,Diesel,Automatic,37390,165,2019
3750,Seat,Diesel,Automatic,37550,193,2019
50807,Audi,Diesel,Automatic,37650,193,2019
8753,Volkswagen,Diesel,Manual,37989,179,2019
35229,Audi,Diesel,Automatic,38450,276,2019
27650,Volvo,Diesel,Automatic,38450,238,2019
18030,Volvo,Diesel,Automatic,38490,193,2019
4799,Volkswagen,Diesel,Automatic,38850,152,2019
36261,Audi,Diesel,Automatic,38870,193,2019
54371,Volvo,Gasoline,Automatic,38890,253,2019
14196,Volvo,Hybrid,Automatic,38890,200,2019
33032,Volkswagen,Gasoline,Automatic,38900,276,2019
18154,Volvo,Diesel,Automatic,38980,238,2019
79998,Mercedes-Benz,Gasoline,Automatic,39490,214,2019
22403,Ford,Diesel,Automatic,39580,241,2019
55818,Volvo,Diesel,Automatic,39820,238,2019
0,Hyundai,Gasoline,Automatic,23450,142,2020
10,Hyundai,Hybrid,Automatic,23650,106,2020
7410,Ford,Diesel,Automatic,23698,122,2020
9614,Ford,Gasoline,Automatic,23750,152,2020
11000,Renault,Gasoline,Manual,23780,142,2020
450,Hyundai,Gasoline,Manual,23790,161,2020
15,Ford,Gasoline,Manual,23790,152,2020
5,Kia,Gasoline,Automatic,23790,142,2020
2222,Peugeot,Diesel,Automatic,23875,133,2020
100,Nissan,Diesel,Automatic,23884,118,2020
13345,Ford,Gasoline,Automatic,23898,142,2020
7500,Ford,Hybrid,Manual,23950,127,2020
2500,Ford,Hybrid,Manual,23950,157,2020
12,Hyundai,Gasoline,Automatic,23950,143,2020
12068,Ford,Gasoline,Manual,23950,157,2020
10,Hyundai,Gasoline,Automatic,23950,142,2020
5,Jeep,Gasoline,Automatic,23970,152,2020
15000,Abarth,Gasoline,Manual,23975,181,2020
8000,Nissan,Gasoline,Automatic,23980,161,2020
11369,Volkswagen,Gasoline,Automatic,23990,152,2020
2000,Volvo,Hybrid,Automatic,64980,307,2021
1000,Jeep,Diesel,Automatic,65980,268,2021
4500,Ford,Hybrid,Automatic,66990,463,2021
5,Land,Diesel,Automatic,69890,244,2021
100,Ford,Electric,Automatic,69980,342,2021
2999,Mercedes-Benz,Gasoline,Automatic,70299,427,2021
1500,Audi,Hybrid,Automatic,70950,372,2021
5,Land,Diesel,Automatic,71490,244,2021
5555,Jeep,Diesel,Automatic,71980,268,2021
3100,Audi,Gasoline,Automatic,74650,406,2021
2000,Land,Gasoline,Automatic,76900,304,2021
2350,Audi,Hybrid,Automatic,79773,256,2021
71250,Toyota,Gasoline,Manual,4500,70,2011
168500,Peugeot,Other,Manual,4500,122,2011
141000,Honda,Gasoline,Manual,4500,91,2011
115000,Kia,Gasoline,Manual,4500,91,2011
41725,Peugeot,Gasoline,Manual,4500,69,2011
200000,Volkswagen,Diesel,Manual,4500,76,2011
177000,Volkswagen,Gasoline,Manual,4500,87,2011
12500,Dacia,Gasoline,Manual,4500,76,2011
79000,Opel,Gasoline,Manual,4555,70,2011
75383,Kia,Gasoline,Manual,4590,98,2011
69000,Hyundai,Gasoline,Manual,4599,70,2011
80415,Ford,Gasoline,Manual,4599,83,2011
100000,Opel,Gasoline,Manual,4600,88,2011
74600,Smart,Diesel,Automatic,4900,55,2012
49000,Chevrolet,Gasoline,Manual,4900,83,2012
269000,Volkswagen,Gasoline,Manual,4950,106,2012
70735,Daihatsu,Gasoline,Manual,4950,70,2012
101350,Skoda,Gasoline,Manual,4950,70,2012
109125,Ford,Gasoline,Manual,4976,83,2012
154000,Alfa,Diesel,Manual,4980,85,2012
149040,Opel,Gasoline,Manual,4980,87,2012
268890,Opel,Diesel,Manual,4980,162,2012
162000,Opel,Gasoline,Manual,4990,122,2012
121015,Skoda,Gasoline,Manual,4990,70,2012
35637,Hyundai,Gasoline,Manual,4990,70,2012
180000,Volkswagen,Gasoline,Manual,4990,106,2012
130690,Hyundai,Gasoline,Manual,4990,111,2012
193000,Citroen,Gasoline,Automatic,4990,158,2012
144000,Opel,Gasoline,Manual,5870,142,2013
55000,Renault,Gasoline,Automatic,5890,76,2013
31829,Chevrolet,Gasoline,Manual,5890,83,2013
43000,Suzuki,Gasoline,Manual,5900,95,2013
106122,Peugeot,Gasoline,Manual,5950,83,2013
68678,Opel,Gasoline,Manual,5980,70,2013
104367,Skoda,Gasoline,Manual,5980,87,2013
99231,Renault,Gasoline,Manual,5980,103,2013
120000,Chevrolet,Diesel,Manual,5989,133,2013
55080,Smart,Gasoline,Automatic,5990,72,2013
88000,Ford,Gasoline,Manual,5990,61,2013
54400,Fiat,Gasoline,Manual,5990,87,2013
85594,Volkswagen,Gasoline,Manual,5999,61,2014
48000,Fiat,Gasoline,Manual,6000,70,2014
63263,Skoda,Gasoline,Manual,6000,76,2014
98000,Ford,Diesel,Manual,6100,96,2014
56000,Renault,Gasoline,Manual,6150,72,2014
146500,Citroen,Diesel,Manual,6200,91,2014
90000,Seat,Gasoline,Manual,6200,106,2014
70000,Fiat,Gasoline,Manual,6200,87,2014
58947,Seat,Gasoline,Manual,6260,61,2014
97600,Nissan,Gasoline,Manual,6290,81,2014
70000,Ford,Gasoline,Manual,6290,61,2014
99850,Mercedes-Benz,Diesel,Manual,6299,76,2014
77159,Skoda,Gasoline,Manual,6300,87,2014
43030,Peugeot,Gasoline,Manual,6390,69,2014
96900,Smart,Gasoline,Manual,6790,72,2015
123209,Opel,Gasoline,Manual,6800,118,2015
118500,Opel,Diesel,Manual,6800,96,2015
45500,Fiat,Gasoline,Manual,6800,70,2015
86771,Citroen,Gasoline,Manual,6880,69,2015
55100,Seat,Gasoline,Manual,6880,61,2015
20851,Seat,Gasoline,Manual,6880,61,2015
21215,Seat,Gasoline,Manual,6880,61,2015
39730,Seat,Gasoline,Manual,6880,61,2015
41400,Seat,Gasoline,Manual,6880,61,2015
22400,Seat,Gasoline,Manual,6880,76,2015
30000,Peugeot,Gasoline,Manual,6890,83,2015
51116,Volkswagen,Gasoline,Manual,6896,61,2015
27001,Peugeot,Gasoline,Manual,6899,70,2015
157300,Kia,Diesel,Manual,6250,118,2016
35400,Peugeot,Gasoline,Manual,6290,70,2016
63000,Smart,Gasoline,Manual,6290,72,2016
76000,Smart,Gasoline,Manual,6290,72,2016
71500,Smart,Gasoline,Manual,6290,72,2016
98000,Seat,Gasoline,Manual,6299,76,2016
73000,Kia,Gasoline,Manual,6300,66,2016
82700,Ford,Gasoline,Manual,6380,61,2016
85000,Volkswagen,Gasoline,Manual,6390,61,2016
49500,Volkswagen,Gasoline,Manual,6400,61,2016
93500,Opel,Diesel,Manual,6400,76,2016
139000,Seat,Diesel,Manual,6400,76,2016
34563,Seat,Gasoline,Manual,6443,61,2016
36000,Suzuki,Gasoline,Manual,6450,69,2016
36500,Opel,Diesel,Manual,10950,96,2017
68265,Skoda,Gasoline,Manual,10980,96,2017
105356,Volkswagen,Diesel,Automatic,11455,91,2017
23810,Volkswagen,Gasoline,Manual,11655,91,2017
6046,Volkswagen,Gasoline,Manual,11955,76,2017
163400,Volkswagen,Diesel,Automatic,12490,152,2017
21388,Volkswagen,Gasoline,Manual,12555,112,2017
159000,Ford,Diesel,Manual,12945,133,2017
37908,Volkswagen,Gasoline,Manual,13455,87,2017
15700,Toyota,Gasoline,Manual,13460,118,2017
131285,Skoda,Diesel,Automatic,13480,152,2017
54119,Volkswagen,Diesel,Manual,13855,118,2017
56096,Volkswagen,Gasoline,Manual,13955,112,2017
33656,Opel,Gasoline,Manual,13995,127,2017
68371,Volkswagen,Diesel,Automatic,14144,112,2017
61725,Volkswagen,Diesel,Manual,14222,118,2017
76511,Volkswagen,Diesel,Manual,14455,122,2017
85401,Volkswagen,Diesel,Manual,14488,152,2017
18800,Opel,Gasoline,Manual,14950,133,2017
53400,Kia,Gasoline,Manual,14950,134,2017
45472,Volvo,Diesel,Automatic,34990,193,2018
34666,Volvo,Diesel,Automatic,35880,193,2018
46810,Volvo,Gasoline,Automatic,35910,314,2018
59168,Lexus,Hybrid,Automatic,36470,221,2018
99870,Maserati,Diesel,Automatic,37110,279,2018
55959,Volvo,Diesel,Automatic,37770,238,2018
24002,Volvo,Gasoline,Automatic,39770,314,2018
31037,Volvo,Diesel,Automatic,39970,238,2018
50133,Audi,Diesel,Automatic,41480,266,2018
35443,Volvo,Gasoline,Automatic,41770,314,2018
20311,Volvo,Gasoline,Automatic,42660,314,2018
46178,Volvo,Diesel,Automatic,42790,238,2018
33143,Volvo,Gasoline,Automatic,42960,324,2018
81257,Volvo,Gasoline,Automatic,43880,314,2018
124800,Audi,Gasoline,Automatic,44950,345,2018
43654,Volvo,Diesel,Automatic,44990,238,2018
182452,Audi,Diesel,Automatic,49990,290,2018
26800,Audi,Gasoline,Automatic,53500,345,2018
44150,Mercedes-Benz,Diesel,Automatic,57990,262,2018
17097,Land,Gasoline,Automatic,59280,304,2018
17411,Volkswagen,Diesel,Automatic,37950,152,2020
6020,Audi,Diesel,Automatic,38330,165,2020
2575,Audi,Diesel,Automatic,38350,165,2020
9328,Audi,Gasoline,Automatic,38350,152,2020
6928,Volkswagen,Gasoline,Automatic,38430,304,2020
22121,Volvo,Diesel,Automatic,38740,193,2020
7870,Volkswagen,Gasoline,Automatic,38749,158,2020
1000,Peugeot,Diesel,Automatic,38790,184,2020
26552,Audi,Diesel,Automatic,38800,207,2020
35,Skoda,Hybrid,Automatic,38890,152,2020
12716,Mercedes-Benz,Diesel,Automatic,38890,197,2020
13538,Volvo,Diesel,Automatic,38980,193,2020
24462,Bmw,Gasoline,Automatic,38990,187,2020
9475,Volkswagen,Diesel,Automatic,39120,193,2020
14753,Audi,Gasoline,Automatic,39270,152,2020
12500,Volvo,Diesel,Automatic,39390,200,2020
8144,Audi,Gasoline,Automatic,39450,152,2020
30725,Volvo,Diesel,Automatic,39790,238,2020
7129,Volkswagen,Diesel,Automatic,39870,193,2020
21363,Volkswagen,Diesel,Automatic,39890,193,2020
8500,Mercedes-Benz,Diesel,Automatic,41290,248,2021
7999,Volkswagen,Gasoline,Automatic,41440,152,2021
9900,Mercedes-Benz,Diesel,Automatic,41890,197,2021
10600,Bmw,Gasoline,Automatic,43990,262,2021
9,Kia,Diesel,Automatic,46861,204,2021
3950,Volkswagen,Diesel,Automatic,49950,152,2021
4500,Kia,Hybrid,Automatic,49989,269,2021
9,Kia,Diesel,Automatic,51284,204,2021
10450,Mercedes-Benz,Gasoline,Automatic,51290,227,2021
1500,Volvo,Diesel,Automatic,52880,152,2021
25,Bmw,Hybrid,Automatic,54680,296,2021
4496,Bmw,Hybrid,Automatic,58880,296,2021
11796,Bmw,Diesel,Automatic,62890,193,2021
50,Volkswagen,Diesel,Automatic,62950,152,2021
6095,Volkswagen,Diesel,Automatic,67950,203,2021
25,Bmw,Hybrid,Automatic,89980,399,2021
19,Land,Gasoline,Automatic,142990,583,2021
10,Toyota,Gasoline,Manual,9660,73,2021
500,Toyota,Gasoline,Manual,11760,73,2021
500,Mitsubishi,Gasoline,Manual,12949,72,2021
98231,Mercedes-Benz,Diesel,Automatic,9390,111,2011
239300,Bmw,Diesel,Automatic,9395,187,2011
121000,Audi,Gasoline,Manual,9450,162,2011
178500,Volkswagen,Gasoline,Automatic,9499,124,2011
103000,Mini,Gasoline,Manual,9500,124,2011
81350,Volkswagen,Gasoline,Manual,9500,162,2011
114276,Audi,Gasoline,Manual,9500,122,2011
95623,Nissan,Gasoline,Manual,9500,143,2011
96000,Volkswagen,Gasoline,Manual,9500,106,2011
110000,Audi,Gasoline,Manual,9550,122,2011
185000,Volkswagen,Diesel,Automatic,9590,172,2011
170000,Audi,Diesel,Manual,9800,172,2011
151000,Volkswagen,Diesel,Manual,9800,106,2011
178000,Volvo,Diesel,Manual,9800,165,2011
136000,Peugeot,Diesel,Manual,9900,122,2011
138353,Volkswagen,Diesel,Manual,9900,142,2011
147000,Volkswagen,Gasoline,Manual,9900,152,2011
41819,Nissan,Gasoline,Manual,9950,193,2011
142324,Mini,Diesel,Manual,9980,145,2011
171822,Audi,Diesel,Automatic,10499,179,2012
80000,Volkswagen,Gasoline,Manual,10500,106,2012
172000,Mercedes-Benz,Gasoline,Automatic,10500,187,2012
55000,Fiat,Gasoline,Manual,10660,162,2012
121000,Toyota,Hybrid,Automatic,10750,100,2012
176510,Audi,Diesel,Manual,10800,142,2012
121427,Toyota,Diesel,Automatic,10800,152,2012
169686,Audi,Gasoline,Automatic,10899,172,2012
78007,Bmw,Diesel,Manual,10900,145,2012
93651,Ford,Gasoline,Manual,10950,162,2012
184500,Ford,Diesel,Automatic,10950,203,2012
109000,Volkswagen,Diesel,Manual,10980,103,2012
108000,Audi,Diesel,Manual,10990,106,2012
204280,Mercedes-Benz,Diesel,Automatic,10990,138,2012
300907,Volkswagen,Diesel,Manual,10999,103,2012
190267,Bmw,Diesel,Manual,10999,165,2012
146500,Bmw,Diesel,Manual,10999,145,2012
194700,Volkswagen,Diesel,Automatic,11290,172,2012
105434,Seat,Gasoline,Manual,11300,142,2013
34000,Audi,Gasoline,Manual,11350,87,2013
63000,Bmw,Gasoline,Automatic,11385,138,2013
70632,Volkswagen,Gasoline,Manual,11400,124,2013
168960,Opel,Diesel,Manual,11480,116,2013
227248,Mercedes-Benz,Hybrid,Automatic,11480,207,2013
31000,Ford,Diesel,Manual,11490,142,2013
81000,Bmw,Gasoline,Manual,11500,152,2013
148000,Bmw,Diesel,Manual,11500,187,2013
147000,Volkswagen,Diesel,Automatic,11590,152,2013
92999,Volkswagen,Gasoline,Manual,11650,142,2013
82430,Bmw,Diesel,Manual,11690,118,2013
58429,Mercedes-Benz,Diesel,Manual,11750,96,2013
150400,Audi,Diesel,Automatic,11790,152,2013
63400,Volkswagen,Diesel,Manual,11800,112,2013
49699,Seat,Gasoline,Manual,11890,142,2013
125600,Opel,Diesel,Automatic,11900,167,2013
99900,Volkswagen,Gasoline,Manual,11900,162,2013
152110,Ford,Diesel,Manual,11699,165,2014
98600,Ford,Diesel,Manual,11781,102,2014
118400,Volkswagen,Gasoline,Manual,11782,124,2014
169800,Volkswagen,Diesel,Automatic,11840,179,2014
33200,Opel,Gasoline,Manual,11850,118,2014
79350,Ford,Diesel,Manual,11890,142,2014
189900,Opel,Diesel,Automatic,11900,197,2014
87472,Volkswagen,Gasoline,Automatic,11945,91,2014
74000,Mitsubishi,Gasoline,Manual,11950,119,2014
83600,Ford,Gasoline,Manual,11950,162,2014
77000,Ford,Diesel,Automatic,11950,165,2014
67500,Skoda,Gasoline,Automatic,11980,106,2014
29700,Volkswagen,Gasoline,Manual,11985,87,2014
135800,Mazda,Diesel,Manual,11990,152,2014
149000,Ford,Diesel,Manual,11995,102,2014
186600,Mazda,Diesel,Automatic,11999,177,2014
75000,Volvo,Diesel,Manual,12000,116,2014
78124,Opel,Diesel,Manual,10780,138,2015
55623,Opel,Gasoline,Manual,10790,122,2015
48435,Nissan,Gasoline,Manual,10850,118,2015
27500,Ford,Diesel,Manual,10890,96,2015
163500,Volkswagen,Diesel,Manual,10890,122,2015
125113,Opel,Diesel,Automatic,10890,138,2015
113400,Volkswagen,Diesel,Manual,10900,112,2015
89000,Ford,Gasoline,Manual,10950,102,2015
89521,Skoda,Gasoline,Manual,10980,112,2015
82000,Volkswagen,Gasoline,Manual,10990,112,2015
127942,Opel,Diesel,Manual,10990,138,2015
59750,Volkswagen,Gasoline,Manual,10990,106,2015
106500,Volkswagen,Diesel,Manual,10995,112,2015
41700,Volkswagen,Gasoline,Manual,11000,76,2015
70000,Mini,Gasoline,Manual,11000,103,2015
120683,Peugeot,Diesel,Automatic,11000,181,2015
86700,Mercedes-Benz,Diesel,Manual,11000,111,2015
64100,Volkswagen,Gasoline,Manual,11100,87,2015
107671,Volkswagen,Diesel,Manual,11280,112,2015
87908,Hyundai,Gasoline,Automatic,11300,168,2015
157412,Opel,Diesel,Automatic,9480,172,2016
92721,Opel,Diesel,Manual,9480,138,2016
33990,Volkswagen,Gasoline,Manual,9480,61,2016
43483,Volkswagen,Gasoline,Manual,9480,61,2016
199415,Seat,Diesel,Automatic,9490,152,2016
183454,Skoda,Diesel,Manual,9490,152,2016
45400,Mitsubishi,Gasoline,Automatic,9490,81,2016
53650,Mitsubishi,Gasoline,Manual,9490,81,2016
21000,Renault,Gasoline,Manual,9490,91,2016
93800,Skoda,Diesel,Manual,9499,91,2016
67240,Opel,Gasoline,Manual,9650,88,2016
79775,Ford,Diesel,Manual,9680,122,2016
73771,Skoda,Gasoline,Manual,9680,91,2016
88950,Skoda,Diesel,Manual,9750,91,2016
149725,Nissan,Gasoline,Manual,9780,118,2016
122000,Opel,Diesel,Automatic,9790,138,2016
96500,Opel,Gasoline,Manual,9800,122,2016
74000,Volkswagen,Gasoline,Manual,9850,91,2016
99672,Opel,Gasoline,Automatic,8199,76,2017
36525,Fiat,Gasoline,Manual,8199,70,2017
96300,Renault,Diesel,Manual,8211,76,2017
106586,Ford,Diesel,Manual,8280,122,2017
130824,Opel,Diesel,Manual,8280,112,2017
28500,Volkswagen,Gasoline,Manual,8290,61,2017
48696,Volkswagen,Gasoline,Manual,8350,61,2017
129727,Opel,Diesel,Manual,8380,138,2017
66900,Volkswagen,Gasoline,Manual,8450,61,2017
98509,Opel,Diesel,Manual,8480,112,2017
171938,Ford,Diesel,Manual,8480,122,2017
177341,Opel,Gasoline,Manual,8480,127,2017
170669,Opel,Gasoline,Automatic,8480,152,2017
215593,Opel,Diesel,Automatic,8480,172,2017
139476,Seat,Diesel,Manual,8480,118,2017
180621,Opel,Diesel,Automatic,8490,138,2017
68001,Hyundai,Gasoline,Manual,9399,85,2018
45143,Ford,Gasoline,Manual,9445,87,2018
28473,Ford,Gasoline,Manual,9450,72,2018
100893,Opel,Diesel,Manual,9480,112,2018
130964,Opel,Gasoline,Manual,9480,102,2018
148954,Opel,Diesel,Manual,9480,112,2018
138329,Opel,Diesel,Automatic,9480,138,2018
87774,Opel,Diesel,Manual,9480,96,2018
135793,Ford,Diesel,Manual,9480,122,2018
37315,Opel,Gasoline,Manual,9490,91,2018
36966,Opel,Gasoline,Manual,9490,91,2018
125000,Dacia,Gasoline,Manual,9490,127,2018
20992,Volkswagen,Gasoline,Manual,9490,61,2018
101777,Ford,Diesel,Automatic,9580,122,2018
134609,Opel,Diesel,Automatic,9680,138,2018
154031,Ford,Diesel,Automatic,9680,152,2018
25889,Fiat,Gasoline,Manual,9690,70,2018
27083,Volkswagen,Gasoline,Manual,9735,61,2018
31850,Hyundai,Gasoline,Manual,9790,76,2018
13990,Opel,Gasoline,Manual,12990,91,2019
8464,Opel,Gasoline,Manual,12990,91,2019
25000,Ford,Gasoline,Manual,12990,87,2019
8548,Opel,Gasoline,Manual,13175,88,2019
